,Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,CarbonEmission
834,3.0,0,3.0,0.0,1.0,1.0,0.0,0.0,133,2.0,1339,2.0,3,15,13,14,0.0,2,3,2211
835,1.0,0,1.0,1.0,2.0,1.0,0.0,2.0,225,2.0,655,3.0,6,22,8,4,1.0,1,1,2309
836,1.0,1,3.0,1.0,1.0,1.0,0.0,0.0,85,1.0,1705,2.0,5,14,48,16,0.0,1,3,1698
837,3.0,1,2.0,2.0,0.0,2.0,3.0,1.0,161,1.0,2498,2.0,7,5,46,6,0.0,1,1,2521
838,3.0,1,1.0,1.0,2.0,2.0,1.0,2.0,211,2.0,5145,0.0,4,7,32,7,1.0,1,2,1930
839,1.0,1,2.0,1.0,2.0,2.0,2.0,1.0,166,2.0,4595,0.0,4,2,11,13,0.0,1,2,1866
840,3.0,1,3.0,3.0,3.0,0.0,0.0,0.0,290,3.0,39,0.0,2,14,15,13,1.0,3,5,2923
841,3.0,1,1.0,2.0,0.0,0.0,0.0,1.0,234,2.0,0,3.0,7,2,36,13,1.0,2,2,2600
842,3.0,1,1.0,2.0,3.0,0.0,0.0,1.0,82,3.0,6,3.0,3,21,31,12,2.0,2,1,3128
843,2.0,0,3.0,1.0,0.0,0.0,0.0,0.0,230,1.0,2,1.0,7,19,22,16,0.0,1,1,1601
844,0.0,0,2.0,2.0,0.0,2.0,3.0,1.0,246,3.0,6434,0.0,7,11,39,12,2.0,2,1,4052
845,3.0,1,2.0,2.0,3.0,1.0,0.0,0.0,110,1.0,224,1.0,6,13,30,18,1.0,2,4,1890
846,1.0,0,1.0,0.0,2.0,2.0,4.0,2.0,69,1.0,3291,1.0,5,0,4,22,2.0,2,3,2627
847,0.0,0,0.0,2.0,3.0,1.0,0.0,1.0,282,0.0,983,3.0,7,19,45,19,1.0,4,5,2665
848,0.0,1,1.0,3.0,0.0,1.0,0.0,0.0,285,1.0,1218,1.0,4,18,25,7,2.0,3,3,1144
849,0.0,0,0.0,2.0,2.0,1.0,0.0,0.0,54,2.0,1505,2.0,4,12,34,21,0.0,2,3,2040
850,1.0,0,0.0,3.0,0.0,0.0,0.0,0.0,140,3.0,3,2.0,4,12,17,16,1.0,1,3,2217
851,0.0,0,3.0,2.0,2.0,2.0,5.0,1.0,101,3.0,189,2.0,2,14,50,12,0.0,3,0,2614
852,3.0,0,2.0,3.0,1.0,1.0,0.0,1.0,296,3.0,1749,0.0,7,4,20,16,2.0,2,4,3308
853,0.0,1,0.0,3.0,2.0,2.0,3.0,0.0,95,2.0,4037,1.0,7,2,35,10,0.0,0,3,2414
854,0.0,0,0.0,1.0,0.0,1.0,0.0,2.0,52,0.0,1747,2.0,4,22,33,0,0.0,2,2,1358
855,3.0,0,3.0,2.0,2.0,2.0,3.0,1.0,279,2.0,2376,1.0,1,24,37,9,2.0,2,4,3488
856,2.0,1,1.0,0.0,2.0,2.0,1.0,2.0,124,1.0,875,1.0,3,16,27,6,2.0,1,4,1283
857,2.0,0,2.0,3.0,3.0,1.0,0.0,0.0,57,2.0,1997,2.0,5,17,11,7,1.0,1,3,2199
858,3.0,0,3.0,2.0,2.0,1.0,0.0,0.0,68,3.0,1097,1.0,6,19,39,10,2.0,4,3,3894
859,3.0,1,3.0,0.0,0.0,0.0,0.0,1.0,286,1.0,58,3.0,7,3,44,11,1.0,2,1,2440
860,3.0,1,2.0,1.0,1.0,0.0,0.0,0.0,226,2.0,31,3.0,4,5,25,23,2.0,3,3,2547
861,0.0,0,2.0,1.0,3.0,0.0,0.0,2.0,259,0.0,60,1.0,6,0,2,5,1.0,3,3,1435
862,0.0,1,2.0,0.0,3.0,2.0,4.0,1.0,52,0.0,3709,0.0,3,4,41,12,0.0,1,4,2227
863,3.0,1,0.0,0.0,0.0,1.0,0.0,1.0,60,3.0,178,3.0,1,14,35,11,1.0,2,2,2342
864,2.0,1,1.0,2.0,2.0,1.0,0.0,2.0,138,0.0,1465,0.0,2,13,7,5,2.0,1,2,780
865,1.0,1,3.0,0.0,3.0,0.0,0.0,0.0,84,3.0,85,0.0,5,10,24,15,2.0,3,4,2300
866,0.0,0,0.0,1.0,3.0,0.0,0.0,1.0,203,2.0,26,0.0,3,11,8,22,0.0,3,1,1729
867,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,298,1.0,49,3.0,5,9,15,4,0.0,1,4,1323
868,1.0,0,0.0,3.0,3.0,1.0,0.0,1.0,225,3.0,578,0.0,2,19,11,5,1.0,3,3,2515
869,3.0,1,1.0,1.0,2.0,0.0,0.0,2.0,109,2.0,77,0.0,4,23,50,24,0.0,2,4,2393
870,0.0,1,3.0,0.0,0.0,1.0,0.0,0.0,73,2.0,1507,2.0,5,3,14,15,1.0,1,1,1285
871,3.0,0,1.0,1.0,3.0,2.0,2.0,2.0,141,2.0,75,1.0,1,8,20,22,1.0,3,1,2485
872,0.0,0,1.0,1.0,3.0,2.0,1.0,0.0,242,2.0,4749,1.0,5,23,29,15,1.0,3,3,2252
873,0.0,0,2.0,3.0,2.0,2.0,2.0,2.0,171,2.0,4592,0.0,7,13,9,20,1.0,3,5,2543
874,2.0,0,1.0,1.0,0.0,0.0,0.0,2.0,192,2.0,1,0.0,1,5,50,23,1.0,2,3,2092
875,3.0,1,2.0,2.0,0.0,2.0,4.0,2.0,279,3.0,2950,2.0,7,5,1,7,0.0,2,3,3772
876,3.0,0,1.0,2.0,1.0,0.0,0.0,2.0,64,3.0,98,1.0,1,11,43,14,2.0,1,2,3097
877,3.0,0,1.0,3.0,2.0,2.0,1.0,0.0,257,3.0,5517,2.0,4,0,7,20,0.0,1,5,2758
878,3.0,0,3.0,3.0,0.0,2.0,4.0,0.0,276,0.0,4424,1.0,4,11,23,8,0.0,2,1,3306
879,3.0,0,3.0,2.0,0.0,1.0,0.0,0.0,150,2.0,1916,3.0,2,0,1,3,1.0,1,3,1669
880,3.0,0,2.0,3.0,3.0,2.0,5.0,0.0,112,3.0,4333,2.0,2,8,8,6,0.0,1,3,3810
881,2.0,0,2.0,3.0,1.0,0.0,0.0,1.0,180,3.0,90,1.0,5,1,17,18,0.0,4,4,3099
882,2.0,0,3.0,0.0,0.0,2.0,1.0,2.0,70,3.0,1210,1.0,2,7,27,5,2.0,2,3,2461
883,1.0,0,0.0,3.0,2.0,0.0,0.0,1.0,52,2.0,97,1.0,1,5,2,16,1.0,2,1,1310
884,0.0,1,1.0,3.0,3.0,1.0,0.0,2.0,244,1.0,1099,1.0,4,11,43,23,1.0,2,3,1767
885,3.0,1,3.0,2.0,2.0,1.0,0.0,0.0,280,0.0,1934,2.0,6,17,13,17,2.0,1,4,1871
886,1.0,0,0.0,3.0,2.0,1.0,0.0,2.0,227,2.0,783,0.0,6,8,39,24,2.0,2,2,2230
887,3.0,1,3.0,0.0,3.0,0.0,0.0,2.0,189,1.0,46,3.0,5,3,45,7,2.0,4,4,2910
888,0.0,0,3.0,3.0,2.0,1.0,0.0,2.0,196,3.0,1250,2.0,4,23,0,15,2.0,3,0,2708
889,1.0,1,3.0,1.0,3.0,2.0,3.0,1.0,255,2.0,8105,1.0,5,3,35,4,0.0,3,0,4099
890,0.0,0,1.0,0.0,1.0,2.0,3.0,2.0,109,1.0,9007,0.0,1,1,6,8,0.0,3,1,3358
891,0.0,1,1.0,2.0,1.0,2.0,3.0,1.0,229,1.0,2349,0.0,6,1,28,6,0.0,2,4,1633
892,0.0,1,3.0,3.0,0.0,1.0,0.0,2.0,288,3.0,1671,3.0,4,19,7,4,2.0,2,4,2479
893,1.0,1,2.0,3.0,0.0,1.0,0.0,2.0,204,3.0,1330,2.0,2,24,47,14,1.0,2,1,2539
894,3.0,0,0.0,1.0,2.0,0.0,0.0,2.0,228,2.0,71,1.0,1,24,29,17,2.0,1,4,2158
895,3.0,0,3.0,3.0,2.0,0.0,0.0,1.0,122,3.0,6,0.0,6,4,9,18,1.0,0,0,2623
896,3.0,0,1.0,1.0,1.0,0.0,0.0,2.0,95,1.0,95,0.0,6,24,12,22,0.0,2,1,1589
897,3.0,1,0.0,3.0,1.0,1.0,0.0,1.0,137,0.0,645,1.0,4,15,7,7,2.0,4,5,1318
898,2.0,0,1.0,1.0,2.0,2.0,5.0,2.0,195,2.0,486,3.0,1,9,3,16,0.0,2,4,1894
899,0.0,1,3.0,0.0,3.0,0.0,0.0,0.0,188,3.0,0,2.0,6,9,36,18,1.0,1,3,2647
900,3.0,1,1.0,3.0,0.0,0.0,0.0,2.0,74,1.0,57,1.0,2,3,47,15,0.0,3,2,1581
901,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,94,2.0,575,0.0,5,14,22,2,0.0,2,3,1543
902,1.0,0,2.0,0.0,1.0,1.0,0.0,1.0,110,1.0,1483,3.0,4,22,35,8,1.0,2,1,1862
903,1.0,0,3.0,2.0,3.0,2.0,5.0,2.0,271,2.0,7545,1.0,5,19,0,18,1.0,2,2,3946
904,3.0,0,1.0,1.0,3.0,1.0,0.0,0.0,100,0.0,201,1.0,3,16,26,6,2.0,2,4,1878
905,3.0,0,2.0,3.0,1.0,1.0,0.0,1.0,291,0.0,468,0.0,7,1,31,9,0.0,3,3,1782
906,2.0,0,3.0,1.0,0.0,0.0,0.0,1.0,241,2.0,17,0.0,4,20,3,6,2.0,2,2,1653
907,1.0,0,0.0,3.0,0.0,0.0,0.0,0.0,151,3.0,51,0.0,5,1,12,11,2.0,2,4,1997
908,2.0,0,1.0,1.0,2.0,2.0,3.0,2.0,91,3.0,8722,2.0,6,4,34,12,1.0,2,2,5964
909,2.0,0,1.0,3.0,2.0,2.0,3.0,0.0,194,0.0,3972,1.0,7,1,9,23,0.0,3,2,2680
910,3.0,1,3.0,0.0,0.0,0.0,0.0,2.0,158,2.0,51,3.0,1,14,4,3,0.0,3,3,1559
911,3.0,0,3.0,3.0,2.0,0.0,0.0,0.0,281,1.0,27,0.0,3,5,46,4,2.0,2,3,2137
912,0.0,1,3.0,2.0,2.0,2.0,3.0,1.0,205,0.0,503,0.0,3,9,39,16,0.0,1,3,1232
913,2.0,1,1.0,3.0,1.0,1.0,0.0,2.0,135,0.0,362,1.0,2,16,18,21,0.0,3,3,1218
914,2.0,0,0.0,0.0,3.0,0.0,0.0,2.0,200,0.0,62,3.0,7,20,20,20,0.0,1,0,2218
915,1.0,0,3.0,2.0,1.0,2.0,3.0,2.0,195,0.0,9232,3.0,6,20,42,18,1.0,4,4,5064
916,3.0,1,0.0,0.0,2.0,2.0,3.0,2.0,59,1.0,3233,1.0,4,15,31,3,1.0,4,3,2633
917,3.0,0,1.0,3.0,1.0,2.0,3.0,1.0,145,3.0,6659,3.0,2,20,25,15,2.0,2,3,5502
918,3.0,1,3.0,3.0,1.0,0.0,0.0,2.0,156,2.0,86,3.0,7,10,50,4,2.0,1,1,2960
919,1.0,1,2.0,2.0,0.0,0.0,0.0,2.0,262,1.0,85,3.0,1,11,23,14,1.0,2,2,1156
920,1.0,0,0.0,0.0,2.0,1.0,0.0,1.0,121,2.0,1405,3.0,4,10,24,13,0.0,0,1,1877
921,2.0,1,3.0,3.0,1.0,0.0,0.0,1.0,233,1.0,5,3.0,4,10,43,21,2.0,2,3,2184
922,0.0,1,1.0,3.0,3.0,0.0,0.0,0.0,225,1.0,12,2.0,1,18,5,16,1.0,2,4,1009
923,2.0,0,3.0,3.0,2.0,1.0,0.0,0.0,112,1.0,459,0.0,4,5,46,12,1.0,3,1,1965
924,2.0,0,1.0,1.0,0.0,1.0,0.0,1.0,130,0.0,1748,0.0,3,16,37,1,1.0,2,1,1098
925,3.0,1,3.0,1.0,1.0,0.0,0.0,0.0,56,1.0,70,3.0,2,9,9,12,0.0,3,2,1152
926,2.0,0,0.0,1.0,2.0,2.0,2.0,2.0,146,3.0,2054,0.0,1,13,7,12,0.0,3,3,2751
927,0.0,0,3.0,0.0,1.0,2.0,1.0,2.0,284,2.0,5095,1.0,4,21,9,2,2.0,0,1,1674
928,1.0,1,1.0,2.0,2.0,2.0,1.0,0.0,239,1.0,3850,2.0,5,21,45,18,2.0,3,5,1961
929,0.0,1,0.0,1.0,1.0,1.0,0.0,0.0,287,1.0,1013,2.0,7,3,9,16,1.0,2,2,1447
930,2.0,1,3.0,3.0,3.0,0.0,0.0,1.0,52,1.0,92,3.0,7,3,12,9,2.0,0,4,1811
931,0.0,0,3.0,2.0,0.0,0.0,0.0,1.0,83,3.0,4,3.0,4,7,4,24,1.0,3,4,2476
932,0.0,0,0.0,0.0,3.0,1.0,0.0,1.0,193,3.0,894,1.0,2,23,30,24,2.0,1,1,2637
933,3.0,0,1.0,2.0,3.0,1.0,0.0,1.0,268,2.0,1393,3.0,7,6,30,23,2.0,2,3,3738
934,3.0,0,3.0,2.0,3.0,2.0,4.0,2.0,90,1.0,6239,1.0,3,10,28,8,0.0,2,2,4723
935,3.0,0,3.0,2.0,1.0,2.0,4.0,1.0,146,2.0,5278,0.0,6,2,33,7,1.0,2,5,5106
936,1.0,0,2.0,0.0,2.0,2.0,2.0,0.0,251,0.0,125,0.0,4,22,28,5,2.0,2,2,1268
937,2.0,1,0.0,1.0,1.0,1.0,0.0,0.0,181,0.0,1306,3.0,7,21,47,1,1.0,2,1,2135
938,0.0,1,1.0,3.0,0.0,2.0,1.0,0.0,55,3.0,4458,3.0,5,0,50,5,0.0,2,4,2310
939,3.0,1,2.0,0.0,0.0,0.0,0.0,2.0,247,1.0,49,3.0,5,7,11,2,2.0,3,2,1684
940,2.0,0,0.0,3.0,0.0,1.0,0.0,0.0,249,2.0,324,1.0,2,2,36,20,1.0,2,3,1941
941,3.0,1,2.0,3.0,0.0,2.0,1.0,1.0,79,2.0,9384,2.0,2,23,38,6,0.0,2,3,1861
942,0.0,0,2.0,3.0,2.0,0.0,0.0,2.0,253,0.0,34,2.0,5,2,50,21,1.0,2,1,1964
943,2.0,0,2.0,2.0,1.0,2.0,2.0,2.0,239,1.0,8101,2.0,3,12,27,18,0.0,2,3,3397
944,3.0,0,3.0,2.0,3.0,1.0,0.0,2.0,146,1.0,422,3.0,4,17,37,21,1.0,0,4,2717
945,0.0,0,0.0,1.0,2.0,0.0,0.0,0.0,172,1.0,73,0.0,3,20,14,3,1.0,0,0,698
946,1.0,0,0.0,2.0,1.0,2.0,5.0,0.0,120,3.0,463,3.0,2,1,44,1,2.0,4,2,2929
947,2.0,1,2.0,3.0,0.0,2.0,5.0,2.0,216,3.0,8107,2.0,6,10,34,12,1.0,1,3,4693
948,2.0,1,1.0,0.0,2.0,0.0,0.0,0.0,85,3.0,62,2.0,3,7,42,0,1.0,3,4,2618
949,2.0,1,2.0,1.0,3.0,1.0,0.0,2.0,105,1.0,955,1.0,6,15,32,22,1.0,1,1,2032
950,3.0,1,3.0,0.0,1.0,2.0,3.0,2.0,205,3.0,3470,1.0,4,17,46,16,0.0,4,1,4378
951,0.0,0,1.0,1.0,3.0,0.0,0.0,1.0,228,2.0,1,0.0,3,24,19,3,2.0,3,1,1978
952,2.0,1,0.0,0.0,2.0,0.0,0.0,0.0,82,3.0,96,1.0,1,2,7,22,0.0,2,2,1821
953,0.0,0,0.0,0.0,3.0,0.0,0.0,0.0,271,2.0,72,2.0,2,14,29,15,1.0,4,0,2114
954,0.0,0,2.0,1.0,1.0,0.0,0.0,1.0,269,1.0,50,1.0,4,7,29,3,1.0,1,2,1430
955,3.0,1,3.0,2.0,2.0,0.0,0.0,2.0,246,1.0,94,2.0,5,19,8,0,0.0,3,3,1879
956,2.0,1,3.0,1.0,0.0,0.0,0.0,2.0,115,0.0,0,2.0,5,22,26,23,2.0,1,2,1365
957,0.0,1,0.0,1.0,0.0,0.0,0.0,1.0,260,2.0,85,1.0,7,16,44,24,1.0,2,2,1786
958,1.0,0,2.0,0.0,1.0,1.0,0.0,1.0,189,1.0,714,2.0,1,22,41,16,1.0,3,3,1657
959,0.0,0,1.0,2.0,2.0,1.0,0.0,0.0,152,0.0,1047,3.0,6,11,21,5,0.0,2,3,1434
960,2.0,0,3.0,2.0,0.0,1.0,0.0,1.0,226,3.0,1276,2.0,5,8,14,4,2.0,1,1,2738
961,3.0,0,0.0,0.0,0.0,2.0,2.0,1.0,87,3.0,7656,3.0,5,0,36,4,1.0,2,2,4633
962,2.0,1,3.0,3.0,2.0,1.0,0.0,1.0,82,3.0,302,2.0,5,2,31,10,2.0,2,4,2808
963,1.0,1,3.0,3.0,3.0,0.0,0.0,1.0,96,1.0,76,1.0,5,8,46,11,1.0,1,2,1609
964,2.0,0,2.0,1.0,1.0,1.0,0.0,2.0,230,2.0,1693,3.0,6,8,0,10,2.0,2,2,2626
965,3.0,0,1.0,1.0,2.0,0.0,0.0,2.0,198,0.0,6,1.0,6,18,34,1,0.0,3,1,1908
966,2.0,0,1.0,3.0,0.0,0.0,0.0,1.0,134,3.0,4,2.0,6,4,36,18,0.0,2,3,3131
967,2.0,0,3.0,2.0,0.0,1.0,0.0,1.0,244,2.0,883,1.0,2,0,36,10,0.0,3,3,2255
968,1.0,1,2.0,0.0,2.0,1.0,0.0,1.0,151,1.0,1202,0.0,3,9,0,4,2.0,1,2,783
969,0.0,0,2.0,2.0,2.0,2.0,3.0,0.0,73,0.0,1536,3.0,5,23,1,0,1.0,3,1,1518
970,1.0,0,3.0,3.0,0.0,0.0,0.0,2.0,135,1.0,47,3.0,6,16,24,0,0.0,2,1,1692
971,3.0,0,0.0,3.0,3.0,1.0,0.0,1.0,119,3.0,541,1.0,7,3,34,5,2.0,3,3,4038
972,1.0,0,0.0,3.0,3.0,0.0,0.0,0.0,117,0.0,92,1.0,1,18,40,8,0.0,3,1,1417
973,0.0,1,2.0,1.0,0.0,2.0,3.0,1.0,268,3.0,3183,0.0,4,15,7,5,1.0,2,5,2509
974,1.0,1,0.0,1.0,0.0,2.0,1.0,0.0,93,1.0,6192,2.0,5,6,26,21,0.0,2,1,1103
975,3.0,1,2.0,0.0,3.0,0.0,0.0,2.0,276,3.0,68,2.0,3,15,0,13,1.0,0,3,2580
976,3.0,1,2.0,0.0,3.0,1.0,0.0,2.0,94,1.0,1688,0.0,4,22,22,22,1.0,3,3,1914
977,1.0,1,3.0,1.0,1.0,2.0,2.0,0.0,197,1.0,11,0.0,3,9,1,11,2.0,0,0,751
978,3.0,0,2.0,1.0,0.0,2.0,3.0,0.0,162,1.0,2119,2.0,2,3,29,11,1.0,4,3,2366
979,2.0,1,2.0,2.0,2.0,0.0,0.0,0.0,101,0.0,75,0.0,4,20,16,12,0.0,1,1,758
980,2.0,0,0.0,0.0,3.0,2.0,2.0,0.0,92,1.0,2180,0.0,4,4,3,14,0.0,4,2,1781
981,2.0,1,1.0,3.0,1.0,2.0,4.0,2.0,62,3.0,8931,2.0,4,3,28,24,0.0,2,1,5517
982,3.0,1,2.0,1.0,3.0,1.0,0.0,2.0,228,0.0,1490,1.0,6,11,33,19,2.0,2,3,2199
983,1.0,0,2.0,0.0,1.0,1.0,0.0,0.0,130,1.0,272,1.0,2,17,22,2,1.0,3,1,1204
984,0.0,0,0.0,0.0,3.0,2.0,4.0,2.0,205,3.0,5095,3.0,2,10,0,14,0.0,3,4,4320
985,2.0,0,1.0,0.0,3.0,1.0,0.0,2.0,278,1.0,1388,0.0,5,22,3,7,1.0,1,2,1622
986,1.0,1,3.0,3.0,0.0,1.0,0.0,0.0,153,0.0,1993,2.0,6,8,35,8,0.0,1,2,1347
987,0.0,0,2.0,3.0,0.0,0.0,0.0,2.0,179,2.0,23,1.0,7,1,32,17,1.0,0,3,1899
988,2.0,0,0.0,0.0,3.0,1.0,0.0,0.0,161,1.0,1785,1.0,6,6,29,14,1.0,2,3,1870
989,3.0,1,3.0,2.0,2.0,2.0,1.0,2.0,173,1.0,7557,1.0,4,4,13,19,2.0,1,3,1489
990,2.0,1,0.0,2.0,1.0,0.0,0.0,1.0,188,3.0,27,1.0,3,9,11,14,0.0,2,3,2210
991,0.0,0,3.0,2.0,3.0,1.0,0.0,1.0,176,3.0,1801,0.0,2,15,39,4,1.0,1,3,2749
992,3.0,0,3.0,3.0,0.0,1.0,0.0,1.0,177,3.0,1766,1.0,2,14,2,2,2.0,4,2,2861
993,1.0,0,1.0,3.0,0.0,0.0,0.0,2.0,70,3.0,79,2.0,7,13,7,17,0.0,2,2,2438
994,2.0,1,2.0,3.0,3.0,0.0,0.0,2.0,158,2.0,22,0.0,4,9,9,20,2.0,3,2,1872
995,3.0,1,2.0,2.0,1.0,1.0,0.0,0.0,106,1.0,1928,3.0,6,13,29,18,2.0,1,2,2001
996,2.0,1,0.0,3.0,1.0,0.0,0.0,2.0,105,1.0,50,2.0,6,3,13,6,2.0,3,1,1573
997,1.0,1,2.0,2.0,2.0,2.0,2.0,1.0,100,3.0,3162,3.0,3,16,27,23,2.0,0,3,2773
998,2.0,1,2.0,3.0,3.0,0.0,0.0,2.0,185,1.0,81,1.0,5,16,22,23,1.0,2,1,1765
999,3.0,1,3.0,1.0,0.0,0.0,0.0,1.0,297,2.0,69,2.0,3,6,0,22,2.0,2,3,1776
1000,3.0,0,2.0,0.0,2.0,2.0,1.0,1.0,102,0.0,1919,3.0,3,2,46,23,1.0,3,2,2253
1001,2.0,0,0.0,2.0,3.0,0.0,0.0,1.0,220,3.0,69,3.0,5,18,23,8,1.0,2,3,3498
1002,2.0,1,2.0,3.0,2.0,1.0,0.0,2.0,143,2.0,819,2.0,4,8,20,15,1.0,1,4,2010
1003,3.0,0,2.0,3.0,3.0,0.0,0.0,0.0,208,2.0,6,1.0,6,12,1,19,0.0,1,3,2299
1004,3.0,1,2.0,2.0,2.0,0.0,0.0,2.0,106,2.0,92,2.0,7,14,14,20,2.0,4,4,2774
1005,3.0,0,2.0,2.0,3.0,0.0,0.0,2.0,60,0.0,13,1.0,3,22,31,13,0.0,1,3,1755
1006,3.0,0,2.0,1.0,2.0,0.0,0.0,2.0,76,2.0,69,1.0,3,19,38,7,2.0,3,2,2571
1007,3.0,1,3.0,0.0,2.0,1.0,0.0,0.0,233,1.0,1024,3.0,2,14,2,14,2.0,3,3,1548
1008,0.0,1,3.0,1.0,3.0,1.0,0.0,0.0,185,2.0,408,3.0,7,3,38,0,2.0,3,1,2538
1009,1.0,1,2.0,0.0,0.0,1.0,0.0,2.0,297,0.0,1319,3.0,3,17,20,13,1.0,2,4,1281
1010,3.0,1,3.0,3.0,2.0,2.0,3.0,1.0,202,0.0,7598,0.0,5,19,44,6,1.0,1,2,3590
1011,3.0,0,2.0,1.0,1.0,1.0,0.0,0.0,257,3.0,1062,2.0,4,19,12,11,2.0,3,4,3320
1012,1.0,1,1.0,0.0,3.0,0.0,0.0,0.0,272,0.0,12,2.0,1,4,7,1,2.0,2,2,738
1013,3.0,0,3.0,2.0,2.0,0.0,0.0,0.0,274,3.0,19,0.0,7,19,6,2,1.0,3,5,3147
1014,2.0,0,2.0,3.0,2.0,1.0,0.0,2.0,148,2.0,1004,1.0,1,13,45,19,0.0,3,3,2461
1015,1.0,1,1.0,0.0,1.0,2.0,5.0,1.0,178,1.0,7363,1.0,1,11,48,1,0.0,4,2,3029
1016,1.0,0,1.0,3.0,1.0,0.0,0.0,1.0,258,1.0,68,1.0,1,5,40,20,1.0,4,3,1739
1017,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,263,1.0,55,3.0,6,17,17,3,1.0,2,2,1621
1018,0.0,0,0.0,0.0,3.0,1.0,0.0,2.0,193,1.0,1785,1.0,1,5,34,21,1.0,3,1,1769
1019,0.0,0,1.0,0.0,0.0,1.0,0.0,1.0,98,0.0,376,3.0,5,17,17,18,1.0,1,0,1151
1020,3.0,1,1.0,0.0,0.0,1.0,0.0,2.0,292,3.0,1516,3.0,6,18,27,10,2.0,2,3,3180
1021,0.0,1,1.0,2.0,1.0,0.0,0.0,2.0,105,1.0,65,2.0,6,3,3,0,2.0,2,4,1065
1022,2.0,0,3.0,3.0,3.0,0.0,0.0,2.0,227,0.0,20,1.0,2,22,36,9,2.0,4,5,2280
1023,3.0,0,0.0,2.0,0.0,0.0,0.0,2.0,136,2.0,98,3.0,5,24,8,22,2.0,2,5,2410
1024,1.0,0,1.0,1.0,3.0,2.0,2.0,0.0,50,0.0,288,2.0,2,8,21,14,0.0,1,3,1042
1025,2.0,1,1.0,3.0,0.0,2.0,2.0,0.0,116,1.0,4998,2.0,4,3,43,5,0.0,4,3,2386
1026,1.0,0,1.0,1.0,0.0,2.0,5.0,0.0,91,1.0,1340,1.0,2,24,26,7,1.0,3,4,1414
1027,1.0,1,2.0,3.0,3.0,1.0,0.0,1.0,202,0.0,1507,0.0,3,24,12,10,1.0,1,4,1024
1028,2.0,1,3.0,2.0,0.0,0.0,0.0,0.0,114,2.0,38,3.0,2,8,33,5,2.0,3,2,1694
1029,2.0,0,0.0,0.0,0.0,2.0,2.0,0.0,240,1.0,9798,2.0,6,1,27,11,2.0,1,4,3170
1030,0.0,1,3.0,3.0,0.0,0.0,0.0,2.0,155,1.0,40,2.0,6,20,46,13,1.0,4,3,1833
1031,3.0,1,0.0,0.0,2.0,0.0,0.0,0.0,267,3.0,19,3.0,4,21,33,10,1.0,1,5,2912
1032,2.0,1,1.0,1.0,3.0,1.0,0.0,2.0,110,0.0,1386,3.0,7,19,45,13,2.0,2,4,2327
1033,0.0,1,3.0,2.0,2.0,0.0,0.0,2.0,191,3.0,71,0.0,7,8,4,16,1.0,3,1,2124
1034,3.0,0,0.0,1.0,2.0,1.0,0.0,2.0,69,0.0,1767,2.0,3,12,8,16,2.0,1,2,1483
1035,3.0,1,2.0,1.0,1.0,0.0,0.0,0.0,289,2.0,24,1.0,3,6,20,15,0.0,1,4,1913
1036,0.0,1,1.0,0.0,2.0,2.0,5.0,2.0,57,2.0,1658,2.0,3,18,44,15,0.0,2,4,2228
1037,3.0,0,0.0,0.0,2.0,0.0,0.0,1.0,285,0.0,1,1.0,7,23,49,23,2.0,2,2,2283
1038,2.0,0,2.0,0.0,1.0,0.0,0.0,0.0,272,3.0,55,2.0,5,19,6,12,2.0,2,2,2945
1039,0.0,1,1.0,3.0,2.0,2.0,3.0,0.0,87,2.0,5964,3.0,4,2,37,9,1.0,4,1,3176
1040,0.0,0,2.0,2.0,2.0,0.0,0.0,0.0,92,0.0,28,3.0,1,13,39,21,1.0,2,1,1236
1041,1.0,1,1.0,2.0,1.0,2.0,2.0,1.0,266,2.0,7304,2.0,3,3,40,3,1.0,2,3,2693
1042,1.0,0,3.0,0.0,3.0,0.0,0.0,2.0,234,2.0,28,1.0,1,2,16,10,1.0,1,1,1809
1043,1.0,0,0.0,0.0,2.0,0.0,0.0,1.0,89,3.0,24,1.0,3,20,0,21,2.0,1,2,2055
1044,2.0,1,1.0,3.0,0.0,1.0,0.0,2.0,279,2.0,658,3.0,1,10,5,16,1.0,1,3,1320
1045,1.0,0,1.0,2.0,3.0,0.0,0.0,0.0,278,1.0,34,1.0,3,20,0,16,0.0,3,2,1344
1046,3.0,0,2.0,3.0,3.0,0.0,0.0,0.0,288,1.0,80,1.0,1,15,3,23,2.0,1,1,1532
1047,1.0,1,1.0,1.0,3.0,1.0,0.0,0.0,185,2.0,996,3.0,5,18,31,17,1.0,2,1,2306
1048,2.0,0,3.0,2.0,1.0,1.0,0.0,1.0,298,0.0,1993,2.0,4,23,38,17,1.0,4,1,2430
1049,1.0,1,0.0,0.0,1.0,0.0,0.0,1.0,124,1.0,80,0.0,4,3,26,5,2.0,0,2,846
1050,1.0,1,2.0,0.0,0.0,2.0,4.0,1.0,228,0.0,6574,3.0,5,19,23,1,2.0,0,4,3263
